fecha;hospital;provincia;camas_iniciales_planta;camas_habilitadas_planta;camas_ocupadas_planta;camas_iniciales_uci;camas_habilitadas_uci;camas_ocupadas_uci;camas_ocupadas_covid_uci;codigo_ine
02/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;559;389;57;66;49;2;47186
02/08/2024;Hospital de Medina del Campo;Valladolid;119;97;55;0;0;0;0;47186
02/08/2024;Hospital Universitario Río Hortega;Valladolid;573;525;353;33;37;35;1;47186
03/08/2024;Hospital El Bierzo;León;391;391;221;14;14;4;0;24089
03/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;246;16;15;5;1;34120
03/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;563;61;57;37;0;37274
03/08/2024;Complejo Asistencial de Soria;Soria;309;242;130;14;14;4;0;42173
03/08/2024;Hospital Universitario Río Hortega;Valladolid;573;521;337;33;37;29;0;47186
03/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
04/08/2024;Hospital Santos Reyes;Burgos;114;114;54;0;0;0;0;9059
04/08/2024;Complejo Asistencial Universitario de León;León;850;876;614;44;53;29;0;24089
05/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;240;14;10;9;0;5019
05/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;654;519;40;47;43;3;9059
05/08/2024;Complejo Asistencial Universitario de León;León;850;876;664;44;53;27;0;24089
05/08/2024;Hospital El Bierzo;León;391;391;240;14;14;4;0;24089
05/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;601;61;57;31;0;37274
05/08/2024;Hospital Universitario Río Hortega;Valladolid;573;519;403;33;37;32;0;47186
05/08/2024;Complejo Asistencial de Zamora;Zamora;395;353;298;17;11;6;1;49275
06/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;245;14;10;10;0;5019
06/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;663;503;40;47;38;3;9059
06/08/2024;Complejo Asistencial Universitario de León;León;850;876;657;44;53;26;0;24089
06/08/2024;Hospital El Bierzo;León;391;391;240;14;14;3;0;24089
06/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;600;61;57;38;0;37274
06/08/2024;Complejo Asistencial de Soria;Soria;309;241;130;14;14;8;1;42173
06/08/2024;Hospital Universitario Río Hortega;Valladolid;573;513;413;33;37;32;1;47186
07/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;247;14;10;7;0;5019
07/08/2024;Complejo Asistencial Universitario de León;León;850;876;669;44;53;23;1;24089
07/08/2024;Hospital El Bierzo;León;391;391;250;14;14;2;0;24089
07/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;222;16;10;7;0;40004
07/08/2024;Hospital de Medina del Campo;Valladolid;119;95;59;0;0;0;0;47186
07/08/2024;Hospital Universitario Río Hortega;Valladolid;573;515;408;33;37;29;2;47186
07/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
08/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;244;14;10;6;0;5019
08/08/2024;Hospital El Bierzo;León;391;391;223;14;14;1;0;24089
08/08/2024;Hospital de Medina del Campo;Valladolid;119;95;35;0;0;0;0;47186
08/08/2024;Hospital Universitario Río Hortega;Valladolid;573;514;394;33;37;31;2;47186
08/08/2024;Complejo Asistencial de Zamora;Zamora;395;351;303;17;11;6;1;49275
09/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;659;481;40;47;36;3;9059
09/08/2024;Hospital Santiago Apóstol;Burgos;114;102;47;0;0;0;0;9059
09/08/2024;Hospital Santos Reyes;Burgos;114;114;59;0;0;0;0;9059
09/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;216;16;10;5;0;40004
09/08/2024;Hospital de Medina del Campo;Valladolid;119;95;56;0;0;0;0;47186
09/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
10/08/2024;Hospital Santiago Apóstol;Burgos;114;102;37;0;0;0;0;9059
10/08/2024;Hospital Santos Reyes;Burgos;114;114;57;0;0;0;0;9059
10/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;181;16;10;4;0;40004
10/08/2024;Hospital Universitario Río Hortega;Valladolid;573;521;309;33;37;31;2;47186
10/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
10/08/2024;Complejo Asistencial de Zamora;Zamora;395;351;242;17;11;3;2;49275
11/08/2024;Hospital Santos Reyes;Burgos;114;114;54;0;0;0;0;9059
11/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;249;16;15;4;0;34120
11/08/2024;Hospital de Medina del Campo;Valladolid;119;95;49;0;0;0;0;47186
12/08/2024;Hospital Santiago Apóstol;Burgos;114;102;42;0;0;0;0;9059
12/08/2024;Hospital El Bierzo;León;391;391;222;14;14;5;0;24089
12/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;206;16;10;0;0;40004
13/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;239;14;10;7;0;5019
13/08/2024;Hospital Santiago Apóstol;Burgos;114;102;53;0;0;0;0;9059
13/08/2024;Hospital El Bierzo;León;391;391;230;14;14;6;0;24089
13/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;259;16;15;5;0;34120
13/08/2024;Hospital Universitario Río Hortega;Valladolid;573;519;389;33;37;24;2;47186
13/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
15/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;244;14;10;6;0;5019
15/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;549;61;57;36;0;37274
15/08/2024;Hospital de Medina del Campo;Valladolid;119;96;43;0;0;0;0;47186
15/08/2024;Hospital Universitario Río Hortega;Valladolid;573;520;327;33;36;29;1;47186
15/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
16/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;667;536;40;47;36;1;9059
16/08/2024;Hospital Santiago Apóstol;Burgos;114;104;48;0;0;0;0;9059
16/08/2024;Hospital Santos Reyes;Burgos;114;114;49;0;0;0;0;9059
16/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;272;16;15;5;0;34120
16/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;569;61;57;41;0;37274
17/08/2024;Complejo Asistencial Universitario de León;León;850;876;517;44;53;20;0;24089
17/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;536;61;57;37;0;37274
17/08/2024;Hospital de Medina del Campo;Valladolid;119;98;44;0;0;0;0;47186
18/08/2024;Hospital Santos Reyes;Burgos;114;114;45;0;0;0;0;9059
18/08/2024;Complejo Asistencial de Soria;Soria;309;244;142;14;14;6;1;42173
18/08/2024;Hospital Universitario Río Hortega;Valladolid;573;523;327;33;36;24;1;47186
19/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;267;14;10;5;0;5019
19/08/2024;Hospital Santiago Apóstol;Burgos;114;103;47;0;0;0;0;9059
19/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;576;61;57;39;0;37274
20/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;664;536;40;47;35;2;9059
20/08/2024;Hospital Santos Reyes;Burgos;114;114;49;0;0;0;0;9059
20/08/2024;Hospital Universitario Río Hortega;Valladolid;573;520;395;33;36;28;1;47186
20/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
20/08/2024;Complejo Asistencial de Zamora;Zamora;395;351;282;17;11;5;1;49275
21/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;277;14;10;6;0;5019
21/08/2024;Complejo Asistencial Universitario de León;León;850;876;604;44;53;28;0;24089
21/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;596;61;57;45;0;37274
21/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;556;384;57;66;36;0;47186
21/08/2024;Hospital de Medina del Campo;Valladolid;119;95;43;0;0;0;0;47186
21/08/2024;Hospital Universitario Río Hortega;Valladolid;573;520;399;33;36;26;1;47186
21/08/2024;Complejo Asistencial de Zamora;Zamora;395;352;292;17;11;5;1;49275
22/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;266;14;10;7;0;5019
22/08/2024;Hospital Santiago Apóstol;Burgos;114;106;47;0;0;0;0;9059
22/08/2024;Hospital El Bierzo;León;391;391;261;14;14;7;0;24089
22/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;580;61;57;40;0;37274
22/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;558;372;57;66;43;0;47186
22/08/2024;Complejo Asistencial de Zamora;Zamora;395;352;284;17;11;7;2;49275
23/08/2024;Complejo Asistencial de Ávila;Ávila;422;360;255;14;10;6;0;5019
23/08/2024;Hospital Santiago Apóstol;Burgos;114;106;48;0;0;0;0;9059
23/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;566;61;57;43;0;37274
23/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;224;16;10;9;0;40004
24/08/2024;Hospital Santiago Apóstol;Burgos;114;106;40;0;0;0;0;9059
24/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;238;16;15;6;0;34120
24/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;526;61;57;38;0;37274
24/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;202;16;10;7;0;40004
24/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;561;374;57;66;34;0;47186
25/08/2024;Hospital El Bierzo;León;391;391;214;14;14;7;0;24089
25/08/2024;Complejo Asistencial de Soria;Soria;309;246;159;14;14;8;1;42173
25/08/2024;Hospital de Medina del Campo;Valladolid;119;96;40;0;0;0;0;47186
26/08/2024;Complejo Asistencial Universitario de León;León;850;876;590;44;53;28;0;24089
26/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;547;61;57;42;0;37274
26/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;213;16;10;3;0;40004
26/08/2024;Hospital de Medina del Campo;Valladolid;119;96;51;0;0;0;0;47186
27/08/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;668;512;40;47;30;1;9059
27/08/2024;Hospital Santiago Apóstol;Burgos;114;106;47;0;0;0;0;9059
27/08/2024;Hospital El Bierzo;León;391;391;234;14;14;7;0;24089
27/08/2024;Hospital de Medina del Campo;Valladolid;119;96;56;0;0;0;0;47186
27/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
28/08/2024;Hospital Santiago Apóstol;Burgos;114;104;62;0;0;0;0;9059
28/08/2024;Hospital Santos Reyes;Burgos;114;114;51;0;0;0;0;9059
28/08/2024;Hospital El Bierzo;León;391;391;249;14;14;6;0;24089
28/08/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;552;61;57;42;0;37274
28/08/2024;Complejo Asistencial de Soria;Soria;309;246;153;14;14;5;1;42173
28/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
29/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;292;16;15;6;0;34120
29/08/2024;Complejo Asistencial de Segovia;Segovia;365;320;206;16;10;4;0;40004
29/08/2024;Complejo Asistencial de Soria;Soria;309;247;143;14;14;2;0;42173
29/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;560;362;57;66;47;0;47186
29/08/2024;Complejo Asistencial de Zamora;Zamora;395;353;275;17;11;8;2;49275
30/08/2024;Hospital Santos Reyes;Burgos;114;114;47;0;0;0;0;9059
30/08/2024;Hospital El Bierzo;León;391;391;250;14;14;7;0;24089
30/08/2024;Complejo Asistencial de Soria;Soria;309;245;138;14;14;3;0;42173
30/08/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;566;356;57;66;49;0;47186
30/08/2024;Hospital de Medina del Campo;Valladolid;119;96;43;0;0;0;0;47186
30/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
30/08/2024;Complejo Asistencial de Zamora;Zamora;395;352;276;17;11;5;2;49275
31/08/2024;Hospital El Bierzo;León;391;391;224;14;14;5;0;24089
31/08/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;228;16;15;9;0;34120
31/08/2024;Hospital de Medina del Campo;Valladolid;119;96;40;0;0;0;0;47186
31/08/2024;Hospital Universitario Río Hortega;Valladolid;573;526;311;33;35;22;2;47186
31/08/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
01/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;658;510;40;47;27;1;9059
01/09/2024;Complejo Asistencial Universitario de León;León;850;876;522;44;53;32;0;24089
01/09/2024;Hospital El Bierzo;León;391;391;229;14;14;5;0;24089
01/09/2024;Complejo Asistencial de Soria;Soria;309;245;125;14;14;3;0;42173
01/09/2024;Hospital Universitario Río Hortega;Valladolid;573;525;310;33;35;24;2;47186
02/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;658;550;40;47;32;1;9059
02/09/2024;Hospital Santiago Apóstol;Burgos;114;104;42;0;0;0;0;9059
02/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;662;61;57;40;0;37274
03/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;245;14;10;6;0;5019
03/09/2024;Hospital Santiago Apóstol;Burgos;114;104;47;0;0;0;0;9059
03/09/2024;Hospital El Bierzo;León;391;391;262;14;14;6;0;24089
03/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;594;61;57;42;0;37274
03/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;206;16;10;6;0;40004
03/09/2024;Hospital de Medina del Campo;Valladolid;119;96;52;0;0;0;0;47186
03/09/2024;Hospital Universitario Río Hortega;Valladolid;573;519;384;33;36;31;1;47186
03/09/2024;Complejo Asistencial de Zamora;Zamora;395;354;270;17;11;7;2;49275
04/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;654;596;40;47;31;0;9059
04/09/2024;Complejo Asistencial Universitario de León;León;850;876;678;44;53;29;0;24089
04/09/2024;Hospital El Bierzo;León;391;391;252;14;14;7;0;24089
04/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;612;61;57;39;0;37274
05/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;657;595;40;47;29;0;9059
05/09/2024;Hospital Santiago Apóstol;Burgos;114;104;54;0;0;0;0;9059
05/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;608;61;57;37;0;37274
05/09/2024;Complejo Asistencial de Soria;Soria;309;242;136;14;14;1;0;42173
05/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
06/09/2024;Complejo Asistencial Universitario de León;León;850;876;612;44;53;32;0;24089
06/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;312;16;15;7;0;34120
07/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;226;14;10;4;0;5019
07/09/2024;Hospital Santiago Apóstol;Burgos;114;104;46;0;0;0;0;9059
07/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;284;16;15;7;0;34120
08/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;212;14;10;4;0;5019
08/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;651;542;40;47;19;0;9059
08/09/2024;Hospital Santos Reyes;Burgos;114;114;55;0;0;0;0;9059
08/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;297;16;15;8;0;34120
08/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;524;61;57;40;0;37274
08/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;199;16;10;2;0;40004
08/09/2024;Complejo Asistencial de Soria;Soria;309;243;138;14;14;2;0;42173
08/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;570;377;57;66;38;0;47186
08/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
08/09/2024;Complejo Asistencial de Zamora;Zamora;395;353;266;17;11;7;2;49275
09/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;656;574;40;47;21;0;9059
09/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;570;377;57;66;38;0;47186
09/09/2024;Hospital de Medina del Campo;Valladolid;119;98;43;0;0;0;0;47186
09/09/2024;Hospital Universitario Río Hortega;Valladolid;573;531;317;33;37;24;1;47186
10/09/2024;Hospital Santiago Apóstol;Burgos;114;104;50;0;0;0;0;9059
10/09/2024;Hospital El Bierzo;León;391;391;258;14;14;5;0;24089
10/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;308;16;15;8;0;34120
10/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;202;16;10;3;0;40004
10/09/2024;Complejo Asistencial de Soria;Soria;309;243;155;14;14;0;0;42173
10/09/2024;Hospital de Medina del Campo;Valladolid;119;98;41;0;0;0;0;47186
10/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
11/09/2024;Hospital Santiago Apóstol;Burgos;114;104;61;0;0;0;0;9059
11/09/2024;Hospital Santos Reyes;Burgos;114;114;4;0;0;0;0;9059
11/09/2024;Hospital El Bierzo;León;391;391;256;14;14;7;0;24089
11/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;283;16;15;8;0;34120
11/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;559;61;57;45;0;37274
11/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;556;396;57;66;50;0;47186
11/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
12/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;228;14;10;4;0;5019
12/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;664;599;40;47;27;1;9059
12/09/2024;Hospital Santos Reyes;Burgos;114;114;54;0;0;0;0;9059
12/09/2024;Hospital El Bierzo;León;391;391;273;14;14;4;0;24089
12/09/2024;Complejo Asistencial de Soria;Soria;309;244;172;14;14;1;0;42173
12/09/2024;Hospital de Medina del Campo;Valladolid;119;97;47;0;0;0;0;47186
12/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
13/09/2024;Hospital Santiago Apóstol;Burgos;114;104;67;0;0;0;0;9059
13/09/2024;Hospital Santos Reyes;Burgos;114;114;48;0;0;0;0;9059
13/09/2024;Complejo Asistencial Universitario de León;León;850;876;597;44;53;27;0;24089
13/09/2024;Hospital El Bierzo;León;391;391;273;14;14;5;0;24089
13/09/2024;Complejo Asistencial de Soria;Soria;309;243;170;14;14;1;0;42173
13/09/2024;Hospital de Medina del Campo;Valladolid;119;96;56;0;0;0;0;47186
14/09/2024;Hospital Santos Reyes;Burgos;114;0;0;0;0;0;0;9059
14/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;248;16;15;7;0;34120
14/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;199;16;10;1;0;40004
14/09/2024;Hospital de Medina del Campo;Valladolid;119;97;40;0;0;0;0;47186
15/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;656;526;40;47;30;1;9059
15/09/2024;Hospital Santiago Apóstol;Burgos;114;104;57;0;0;0;0;9059
15/09/2024;Complejo Asistencial Universitario de León;León;850;876;503;44;53;27;0;24089
15/09/2024;Complejo Asistencial de Soria;Soria;309;247;148;14;14;2;0;42173
15/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;561;388;57;66;39;0;47186
15/09/2024;Complejo Asistencial de Zamora;Zamora;395;354;243;17;11;8;0;49275
16/09/2024;Complejo Asistencial Universitario de León;León;850;876;589;44;53;25;0;24089
16/09/2024;Hospital El Bierzo;León;391;391;259;14;14;8;0;24089
16/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;212;16;10;1;0;40004
16/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;560;407;57;66;41;0;47186
17/09/2024;Hospital Santos Reyes;Burgos;114;0;0;0;0;0;0;9059
17/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;599;61;57;38;0;37274
18/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;233;14;10;3;0;5019
18/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;664;578;40;47;41;0;9059
18/09/2024;Hospital El Bierzo;León;391;391;260;14;14;6;0;24089
18/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;204;16;10;5;0;40004
18/09/2024;Complejo Asistencial de Soria;Soria;309;247;170;14;14;2;0;42173
18/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;574;444;57;66;48;0;47186
18/09/2024;Hospital de Medina del Campo;Valladolid;119;103;68;0;0;0;0;47186
18/09/2024;Hospital Universitario Río Hortega;Valladolid;573;528;386;33;37;28;0;47186
18/09/2024;Complejo Asistencial de Zamora;Zamora;395;354;260;17;11;4;0;49275
19/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;226;14;10;4;0;5019
19/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;261;16;15;9;0;34120
19/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;225;16;10;6;0;40004
19/09/2024;Hospital de Medina del Campo;Valladolid;119;105;67;0;0;0;0;47186
20/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;212;14;10;3;0;5019
20/09/2024;Complejo Asistencial Universitario de León;León;850;876;613;44;53;22;0;24089
20/09/2024;Complejo Asistencial de Soria;Soria;309;245;166;14;14;3;0;42173
20/09/2024;Hospital Universitario Río Hortega;Valladolid;573;529;407;33;37;21;0;47186
21/09/2024;Hospital Santiago Apóstol;Burgos;114;104;65;0;0;0;0;9059
21/09/2024;Hospital El Bierzo;León;391;391;253;14;14;6;0;24089
21/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;577;422;57;66;41;0;47186
22/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;670;558;40;47;31;2;9059
22/09/2024;Hospital Santiago Apóstol;Burgos;114;104;63;0;0;0;0;9059
22/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;571;61;57;43;0;37274
22/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;577;423;57;66;41;0;47186
22/09/2024;Hospital de Medina del Campo;Valladolid;119;108;50;0;0;0;0;47186
22/09/2024;Hospital Universitario Río Hortega;Valladolid;573;530;354;33;37;24;1;47186
23/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;289;16;15;8;0;34120
23/09/2024;Hospital Universitario Río Hortega;Valladolid;573;530;389;33;37;24;1;47186
24/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;252;14;10;6;0;5019
24/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;665;598;40;47;25;1;9059
24/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;204;16;10;6;0;40004
24/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;563;458;57;66;43;0;47186
24/09/2024;Hospital de Medina del Campo;Valladolid;119;106;53;0;0;0;0;47186
25/09/2024;Hospital Santiago Apóstol;Burgos;114;100;74;0;0;0;0;9059
25/09/2024;Hospital Santos Reyes;Burgos;114;114;71;0;0;0;0;9059
25/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;276;16;15;7;0;34120
25/09/2024;Complejo Asistencial de Soria;Soria;309;243;163;14;14;4;0;42173
25/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;566;467;57;66;46;0;47186
25/09/2024;Hospital de Medina del Campo;Valladolid;119;106;53;0;0;0;0;47186
25/09/2024;Hospital Universitario Río Hortega;Valladolid;573;529;425;33;37;23;1;47186
25/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
26/09/2024;Hospital Santiago Apóstol;Burgos;114;102;76;0;0;0;0;9059
26/09/2024;Hospital Santos Reyes;Burgos;114;114;71;0;0;0;0;9059
26/09/2024;Complejo Asistencial Universitario de León;León;850;876;652;44;53;24;0;24089
26/09/2024;Hospital El Bierzo;León;391;391;266;14;14;10;0;24089
26/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;566;462;57;66;48;0;47186
26/09/2024;Hospital de Medina del Campo;Valladolid;119;107;50;0;0;0;0;47186
27/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;676;613;40;47;29;1;9059
27/09/2024;Hospital Santos Reyes;Burgos;114;114;71;0;0;0;0;9059
27/09/2024;Hospital El Bierzo;León;391;391;266;14;14;11;0;24089
27/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;281;16;15;8;0;34120
27/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;608;446;57;66;44;0;47186
27/09/2024;Hospital Universitario Río Hortega;Valladolid;573;532;414;33;37;24;0;47186
28/09/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;665;552;40;47;31;1;9059
28/09/2024;Hospital Santiago Apóstol;Burgos;114;102;62;0;0;0;0;9059
28/09/2024;Hospital Santos Reyes;Burgos;114;114;55;0;0;0;0;9059
28/09/2024;Hospital El Bierzo;León;391;391;226;14;14;7;0;24089
28/09/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;584;61;57;42;0;37274
28/09/2024;Complejo Asistencial de Segovia;Segovia;365;320;182;16;10;10;0;40004
28/09/2024;Complejo Asistencial de Soria;Soria;309;243;134;14;14;4;0;42173
28/09/2024;Hospital Universitario Río Hortega;Valladolid;573;529;365;33;36;21;0;47186
29/09/2024;Complejo Asistencial de Ávila;Ávila;422;360;245;14;10;3;0;5019
29/09/2024;Hospital Santiago Apóstol;Burgos;114;102;60;0;0;0;0;9059
29/09/2024;Hospital El Bierzo;León;391;391;235;14;14;8;0;24089
29/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;278;16;15;9;0;34120
29/09/2024;Complejo Asistencial de Soria;Soria;309;243;131;14;14;5;0;42173
29/09/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
30/09/2024;Hospital Santiago Apóstol;Burgos;114;101;65;0;0;0;0;9059
30/09/2024;Complejo Asistencial Universitario de Palencia;Palencia;451;434;305;16;15;11;0;34120
30/09/2024;Complejo Asistencial de Soria;Soria;309;243;144;14;14;5;0;42173
30/09/2024;Hospital Clínico Universitario de Valladolid;Valladolid;674;610;421;57;66;42;0;47186
01/10/2024;Complejo Asistencial de Ávila;Ávila;422;360;256;14;10;3;0;5019
01/10/2024;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;621;61;57;43;0;37274
01/10/2024;Complejo Asistencial de Segovia;Segovia;365;320;194;16;10;9;0;40004
01/10/2024;Complejo Asistencial de Zamora;Zamora;395;352;279;17;11;5;0;49275
02/10/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;677;601;40;47;33;3;9059
02/10/2024;Hospital El Bierzo;León;391;391;268;14;14;6;0;24089
02/10/2024;Complejo Asistencial de Zamora;Zamora;395;352;281;17;11;7;0;49275
03/10/2024;Hospital Santiago Apóstol;Burgos;114;97;75;0;0;0;0;9059
03/10/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
04/10/2024;Hospital El Bierzo;León;391;391;266;14;14;6;0;24089
04/10/2024;Complejo Asistencial de Segovia;Segovia;365;320;210;16;10;4;0;40004
04/10/2024;Hospital de Medina del Campo;Valladolid;119;119;53;0;0;0;0;47186
04/10/2024;Hospital Universitario Río Hortega;Valladolid;573;525;394;33;37;29;0;47186
04/10/2024;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
04/10/2024;Complejo Asistencial de Zamora;Zamora;395;353;290;17;11;9;0;49275
05/10/2024;Complejo Asistencial Universitario de Burgos;Burgos;842;682;547;40;47;32;1;9059
