provincia,fecha,tmax,tmin,precip_mm,humedad_%,viento_kph,hospital,camas_iniciales_planta,camas_habilitadas_planta,camas_ocupadas_planta,camas_iniciales_uci,camas_habilitadas_uci,camas_ocupadas_uci,camas_ocupadas_covid_uci,codigo_ine
Valladolid,2022-01-13,10,-2,0.0,57,11,Hospital de Medina del Campo,119.0,119.0,59.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-13,10,-2,0.0,57,11,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-13,10,-2,0.0,57,11,Hospital Universitario RÃ­o Hortega,573.0,513.0,428.0,33.0,37.0,34.0,15.0,47186
Valladolid,2022-01-14,9,-3,0.0,63,6,Hospital Universitario RÃ­o Hortega,573.0,514.0,413.0,33.0,37.0,32.0,16.0,47186
Valladolid,2022-01-14,9,-3,0.0,63,6,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-14,9,-3,0.0,63,6,Hospital ClÃ­nico Universitario de Valladolid,674.0,626.0,488.0,57.0,64.0,53.0,15.0,47186
Valladolid,2022-01-14,9,-3,0.0,63,6,Hospital de Medina del Campo,119.0,119.0,56.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-15,8,-4,0.0,57,4,Hospital Universitario RÃ­o Hortega,573.0,516.0,360.0,33.0,37.0,33.0,16.0,47186
Valladolid,2022-01-15,8,-4,0.0,57,4,Hospital ClÃ­nico Universitario de Valladolid,674.0,625.0,472.0,57.0,64.0,48.0,15.0,47186
Valladolid,2022-01-15,8,-4,0.0,57,4,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-15,8,-4,0.0,57,4,Hospital de Medina del Campo,119.0,119.0,51.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-16,8,-2,0.0,65,5,Hospital Universitario RÃ­o Hortega,573.0,517.0,365.0,33.0,37.0,30.0,16.0,47186
Valladolid,2022-01-16,8,-2,0.0,65,5,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-16,8,-2,0.0,65,5,Hospital ClÃ­nico Universitario de Valladolid,674.0,627.0,471.0,57.0,64.0,49.0,17.0,47186
Valladolid,2022-01-16,8,-2,0.0,65,5,Hospital de Medina del Campo,119.0,119.0,57.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-17,9,-2,0.0,50,9,Hospital ClÃ­nico Universitario de Valladolid,674.0,627.0,475.0,57.0,64.0,45.0,17.0,47186
Valladolid,2022-01-17,9,-2,0.0,50,9,Hospital de Medina del Campo,119.0,119.0,58.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-17,9,-2,0.0,50,9,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-17,9,-2,0.0,50,9,Hospital Universitario RÃ­o Hortega,573.0,516.0,394.0,33.0,37.0,28.0,16.0,47186
Valladolid,2022-01-18,9,-3,0.0,49,4,Hospital Universitario RÃ­o Hortega,573.0,512.0,409.0,33.0,37.0,30.0,16.0,47186
Valladolid,2022-01-18,9,-3,0.0,49,4,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-18,9,-3,0.0,49,4,Hospital ClÃ­nico Universitario de Valladolid,674.0,621.0,467.0,57.0,64.0,46.0,18.0,47186
Valladolid,2022-01-18,9,-3,0.0,49,4,Hospital de Medina del Campo,119.0,119.0,50.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-19,10,-2,0.0,60,5,Hospital ClÃ­nico Universitario de Valladolid,674.0,620.0,493.0,57.0,64.0,45.0,15.0,47186
Valladolid,2022-01-19,10,-2,0.0,60,5,Hospital Universitario RÃ­o Hortega,573.0,517.0,414.0,33.0,37.0,32.0,18.0,47186
Valladolid,2022-01-19,10,-2,0.0,60,5,Hospital de Medina del Campo,119.0,119.0,59.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-19,10,-2,0.0,60,5,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-20,10,-1,0.0,71,15,Hospital de Medina del Campo,119.0,119.0,66.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-20,10,-1,0.0,71,15,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-20,10,-1,0.0,71,15,Hospital Universitario RÃ­o Hortega,573.0,515.0,417.0,33.0,37.0,31.0,18.0,47186
Valladolid,2022-01-20,10,-1,0.0,71,15,Hospital ClÃ­nico Universitario de Valladolid,674.0,638.0,498.0,57.0,64.0,49.0,15.0,47186
Valladolid,2022-01-21,6,-1,0.0,69,24,Hospital ClÃ­nico Universitario de Valladolid,674.0,640.0,509.0,57.0,64.0,53.0,15.0,47186
Valladolid,2022-01-21,6,-1,0.0,69,24,Hospital de Medina del Campo,119.0,119.0,68.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-21,6,-1,0.0,69,24,Hospital Universitario RÃ­o Hortega,573.0,516.0,420.0,33.0,37.0,32.0,18.0,47186
Valladolid,2022-01-21,6,-1,0.0,69,24,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-22,7,-3,0.0,65,14,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-22,7,-3,0.0,65,14,Hospital ClÃ­nico Universitario de Valladolid,674.0,625.0,496.0,57.0,64.0,46.0,14.0,47186
Valladolid,2022-01-22,7,-3,0.0,65,14,Hospital de Medina del Campo,119.0,119.0,68.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-22,7,-3,0.0,65,14,Hospital Universitario RÃ­o Hortega,573.0,516.0,373.0,33.0,37.0,32.0,19.0,47186
Valladolid,2022-01-23,9,-3,0.0,60,6,Hospital Universitario RÃ­o Hortega,573.0,517.0,377.0,33.0,37.0,32.0,18.0,47186
Valladolid,2022-01-23,9,-3,0.0,60,6,Hospital ClÃ­nico Universitario de Valladolid,674.0,625.0,496.0,57.0,64.0,46.0,15.0,47186
Valladolid,2022-01-23,9,-3,0.0,60,6,Hospital de Medina del Campo,119.0,119.0,63.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-23,9,-3,0.0,60,6,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-24,9,-3,0.0,69,6,Hospital Universitario RÃ­o Hortega,573.0,519.0,410.0,33.0,37.0,29.0,16.0,47186
Valladolid,2022-01-24,9,-3,0.0,69,6,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-24,9,-3,0.0,69,6,Hospital ClÃ­nico Universitario de Valladolid,674.0,625.0,495.0,57.0,64.0,46.0,15.0,47186
Valladolid,2022-01-24,9,-3,0.0,69,6,Hospital de Medina del Campo,119.0,119.0,65.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-25,10,-2,0.0,69,6,Hospital de Medina del Campo,119.0,119.0,63.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-25,10,-2,0.0,69,6,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-25,10,-2,0.0,69,6,Hospital ClÃ­nico Universitario de Valladolid,674.0,624.0,489.0,57.0,64.0,45.0,15.0,47186
Valladolid,2022-01-25,10,-2,0.0,69,6,Hospital Universitario RÃ­o Hortega,573.0,518.0,426.0,33.0,37.0,31.0,17.0,47186
Valladolid,2022-01-26,9,-2,0.0,70,9,Hospital de Medina del Campo,119.0,119.0,62.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-26,9,-2,0.0,70,9,Hospital Universitario RÃ­o Hortega,573.0,518.0,442.0,33.0,37.0,35.0,16.0,47186
Valladolid,2022-01-26,9,-2,0.0,70,9,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-26,9,-2,0.0,70,9,Hospital ClÃ­nico Universitario de Valladolid,674.0,616.0,487.0,57.0,64.0,46.0,15.0,47186
Valladolid,2022-01-27,12,-0,0.0,56,13,Hospital Universitario RÃ­o Hortega,573.0,518.0,439.0,33.0,37.0,34.0,15.0,47186
Valladolid,2022-01-27,12,-0,0.0,56,13,Hospital ClÃ­nico Universitario de Valladolid,674.0,619.0,479.0,57.0,64.0,45.0,15.0,47186
Valladolid,2022-01-27,12,-0,0.0,56,13,Hospital de Medina del Campo,119.0,119.0,58.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-27,12,-0,0.0,56,13,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-28,12,0,0.0,53,16,Hospital ClÃ­nico Universitario de Valladolid,674.0,617.0,462.0,57.0,66.0,51.0,14.0,47186
Valladolid,2022-01-28,12,0,0.0,53,16,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-28,12,0,0.0,53,16,Hospital de Medina del Campo,119.0,119.0,62.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-28,12,0,0.0,53,16,Hospital Universitario RÃ­o Hortega,573.0,517.0,421.0,33.0,37.0,32.0,14.0,47186
Valladolid,2022-01-29,12,-3,0.0,59,10,Hospital Universitario RÃ­o Hortega,573.0,517.0,397.0,33.0,37.0,32.0,13.0,47186
Valladolid,2022-01-29,12,-3,0.0,59,10,Hospital ClÃ­nico Universitario de Valladolid,674.0,651.0,427.0,57.0,66.0,40.0,12.0,47186
Valladolid,2022-01-29,12,-3,0.0,59,10,Hospital de Medina del Campo,119.0,119.0,62.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-29,12,-3,0.0,59,10,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-30,12,-2,0.0,41,7,Hospital Universitario RÃ­o Hortega,573.0,516.0,391.0,33.0,37.0,30.0,13.0,47186
Valladolid,2022-01-30,12,-2,0.0,41,7,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-30,12,-2,0.0,41,7,Hospital ClÃ­nico Universitario de Valladolid,674.0,651.0,452.0,57.0,66.0,43.0,12.0,47186
Valladolid,2022-01-30,12,-2,0.0,41,7,Hospital de Medina del Campo,119.0,119.0,56.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-31,10,-2,0.0,62,11,Hospital ClÃ­nico Universitario de Valladolid,674.0,651.0,466.0,57.0,66.0,46.0,12.0,47186
Valladolid,2022-01-31,10,-2,0.0,62,11,Hospital de Medina del Campo,119.0,119.0,57.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-01-31,10,-2,0.0,62,11,Hospital Universitario RÃ­o Hortega,573.0,517.0,423.0,33.0,37.0,32.0,15.0,47186
Valladolid,2022-01-31,10,-2,0.0,62,11,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-01,10,0,0.0,80,14,Hospital de Medina del Campo,119.0,119.0,65.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-01,10,0,0.0,80,14,Hospital ClÃ­nico Universitario de Valladolid,674.0,649.0,455.0,57.0,66.0,55.0,13.0,47186
Valladolid,2022-02-01,10,0,0.0,80,14,Hospital Universitario RÃ­o Hortega,573.0,516.0,442.0,33.0,37.0,36.0,16.0,47186
Valladolid,2022-02-01,10,0,0.0,80,14,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-02,16,0,0.0,65,7,Hospital de Medina del Campo,119.0,119.0,68.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-02,16,0,0.0,65,7,Hospital Universitario RÃ­o Hortega,573.0,530.0,445.0,33.0,37.0,34.0,16.0,47186
Valladolid,2022-02-02,16,0,0.0,65,7,Hospital ClÃ­nico Universitario de Valladolid,674.0,647.0,483.0,57.0,66.0,49.0,11.0,47186
Valladolid,2022-02-02,16,0,0.0,65,7,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-03,15,0,0.0,60,9,Hospital ClÃ­nico Universitario de Valladolid,674.0,650.0,494.0,57.0,66.0,42.0,10.0,47186
Valladolid,2022-02-03,15,0,0.0,60,9,Hospital de Medina del Campo,119.0,119.0,65.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-03,15,0,0.0,60,9,Hospital Universitario RÃ­o Hortega,573.0,534.0,431.0,33.0,37.0,36.0,16.0,47186
Valladolid,2022-02-03,15,0,0.0,60,9,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-04,10,0,0.0,74,7,Hospital ClÃ­nico Universitario de Valladolid,674.0,650.0,489.0,57.0,66.0,47.0,6.0,47186
Valladolid,2022-02-04,10,0,0.0,74,7,Hospital de Medina del Campo,119.0,119.0,64.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-04,10,0,0.0,74,7,Edificio Rondilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47186
Valladolid,2022-02-04,10,0,0.0,74,7,Hospital Universitario RÃ­o Hortega,573.0,534.0,452.0,33.0,37.0,34.0,16.0,47186
Salamanca,2022-01-01,18,5,0.0,54,10,Complejo Asistencial Universitario de Salamanca,721.0,723.0,483.0,60.0,53.0,48.0,11.0,37274
Salamanca,2022-01-02,17,8,0.0,58,9,Complejo Asistencial Universitario de Salamanca,721.0,727.0,517.0,60.0,53.0,48.0,12.0,37274
Salamanca,2022-01-03,16,6,0.0,82,9,Complejo Asistencial Universitario de Salamanca,721.0,737.0,571.0,60.0,53.0,51.0,14.0,37274
Salamanca,2022-01-04,13,4,1.3,80,20,Complejo Asistencial Universitario de Salamanca,721.0,739.0,481.0,60.0,53.0,47.0,14.0,37274
Salamanca,2022-01-05,6,1,7.1,83,11,Complejo Asistencial Universitario de Salamanca,721.0,746.0,574.0,60.0,55.0,50.0,13.0,37274
Salamanca,2022-01-06,7,0,0.0,78,7,Complejo Asistencial Universitario de Salamanca,721.0,746.0,539.0,60.0,57.0,44.0,12.0,37274
Salamanca,2022-01-07,8,0,0.0,80,8,Complejo Asistencial Universitario de Salamanca,721.0,730.0,539.0,60.0,57.0,48.0,14.0,37274
Salamanca,2022-01-08,9,-2,0.0,73,8,Complejo Asistencial Universitario de Salamanca,721.0,730.0,541.0,60.0,57.0,47.0,13.0,37274
Salamanca,2022-01-09,10,1,0.1,85,16,Complejo Asistencial Universitario de Salamanca,721.0,727.0,564.0,60.0,57.0,49.0,13.0,37274
Salamanca,2022-01-10,13,7,0.0,88,12,Complejo Asistencial Universitario de Salamanca,721.0,707.0,609.0,60.0,57.0,48.0,14.0,37274
Salamanca,2022-01-11,12,4,0.0,82,15,Complejo Asistencial Universitario de Salamanca,721.0,722.0,609.0,60.0,60.0,50.0,15.0,37274
Salamanca,2022-01-12,10,2,0.0,69,15,Complejo Asistencial Universitario de Salamanca,721.0,718.0,604.0,60.0,60.0,48.0,14.0,37274
Salamanca,2022-01-13,9,-2,0.0,60,5,Complejo Asistencial Universitario de Salamanca,721.0,722.0,611.0,60.0,60.0,46.0,13.0,37274
Salamanca,2022-01-14,9,-2,0.0,66,5,Complejo Asistencial Universitario de Salamanca,721.0,723.0,616.0,60.0,60.0,47.0,14.0,37274
Salamanca,2022-01-15,9,-2,0.0,59,4,Complejo Asistencial Universitario de Salamanca,721.0,734.0,587.0,60.0,60.0,45.0,12.0,37274
Salamanca,2022-01-16,10,-2,0.0,72,5,Complejo Asistencial Universitario de Salamanca,721.0,729.0,598.0,60.0,60.0,43.0,12.0,37274
Salamanca,2022-01-17,10,-2,0.0,58,8,Complejo Asistencial Universitario de Salamanca,721.0,745.0,618.0,60.0,60.0,44.0,11.0,37274
Salamanca,2022-01-18,10,-3,0.0,45,4,Complejo Asistencial Universitario de Salamanca,721.0,749.0,633.0,60.0,60.0,44.0,13.0,37274
Salamanca,2022-01-19,11,-2,0.0,53,7,Complejo Asistencial Universitario de Salamanca,721.0,746.0,622.0,60.0,60.0,46.0,12.0,37274
Salamanca,2022-01-20,10,-2,0.0,73,13,Complejo Asistencial Universitario de Salamanca,721.0,730.0,626.0,60.0,60.0,47.0,13.0,37274
Salamanca,2022-01-21,6,-3,0.0,74,18,Complejo Asistencial Universitario de Salamanca,721.0,746.0,621.0,60.0,60.0,49.0,14.0,37274
Salamanca,2022-01-22,9,-4,0.0,67,10,Complejo Asistencial Universitario de Salamanca,721.0,741.0,621.0,60.0,60.0,46.0,14.0,37274
Salamanca,2022-01-23,10,-3,0.0,63,5,Complejo Asistencial Universitario de Salamanca,721.0,743.0,606.0,60.0,60.0,42.0,15.0,37274
Salamanca,2022-01-24,11,-2,0.0,68,5,Complejo Asistencial Universitario de Salamanca,721.0,745.0,633.0,60.0,60.0,39.0,14.0,37274
Salamanca,2022-01-25,10,-1,0.0,69,8,Complejo Asistencial Universitario de Salamanca,721.0,743.0,643.0,60.0,60.0,40.0,14.0,37274
Salamanca,2022-01-26,11,-0,0.0,75,11,Complejo Asistencial Universitario de Salamanca,721.0,734.0,614.0,60.0,60.0,42.0,14.0,37274
Salamanca,2022-01-27,12,0,0.0,70,13,Complejo Asistencial Universitario de Salamanca,721.0,742.0,605.0,60.0,60.0,41.0,12.0,37274
Salamanca,2022-01-28,13,-2,0.0,50,13,Complejo Asistencial Universitario de Salamanca,721.0,737.0,599.0,60.0,60.0,43.0,12.0,37274
Salamanca,2022-01-29,15,-2,0.0,45,10,Complejo Asistencial Universitario de Salamanca,721.0,726.0,529.0,60.0,60.0,39.0,14.0,37274
Salamanca,2022-01-30,15,-1,0.0,31,5,Complejo Asistencial Universitario de Salamanca,721.0,729.0,588.0,60.0,60.0,37.0,14.0,37274
Salamanca,2022-01-31,11,-1,0.0,55,9,Complejo Asistencial Universitario de Salamanca,721.0,730.0,605.0,60.0,60.0,44.0,14.0,37274
Salamanca,2022-02-01,9,0,0.0,81,17,Complejo Asistencial Universitario de Salamanca,721.0,721.0,604.0,60.0,60.0,43.0,12.0,37274
Salamanca,2022-02-02,16,1,0.0,73,7,Complejo Asistencial Universitario de Salamanca,721.0,740.0,629.0,60.0,60.0,40.0,13.0,37274
Salamanca,2022-02-03,15,3,0.0,66,10,Complejo Asistencial Universitario de Salamanca,721.0,743.0,642.0,60.0,60.0,41.0,10.0,37274
Salamanca,2022-02-04,12,3,0.0,68,6,Complejo Asistencial Universitario de Salamanca,721.0,730.0,643.0,60.0,60.0,35.0,8.0,37274
Soria,2022-01-01,15,2,0.0,52,6,Complejo Asistencial de Soria,319.0,274.0,131.0,14.0,14.0,9.0,5.0,42173
Soria,2022-01-02,13,4,0.0,59,8,Complejo Asistencial de Soria,319.0,275.0,134.0,14.0,14.0,10.0,6.0,42173
Soria,2022-01-03,13,3,0.0,78,10,Complejo Asistencial de Soria,319.0,273.0,144.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-04,12,2,8.2,77,14,Complejo Asistencial de Soria,319.0,275.0,162.0,14.0,14.0,9.0,6.0,42173
Soria,2022-01-05,4,-2,0.5,77,15,Complejo Asistencial de Soria,319.0,274.0,173.0,14.0,14.0,10.0,6.0,42173
Soria,2022-01-06,5,-5,0.0,60,9,Complejo Asistencial de Soria,319.0,275.0,162.0,14.0,14.0,12.0,6.0,42173
Soria,2022-01-07,5,-1,0.0,69,11,Complejo Asistencial de Soria,319.0,276.0,169.0,14.0,14.0,12.0,5.0,42173
Soria,2022-01-08,6,-3,0.1,79,14,Complejo Asistencial de Soria,319.0,273.0,163.0,14.0,14.0,11.0,5.0,42173
Soria,2022-01-09,7,-0,1.3,88,21,Complejo Asistencial de Soria,319.0,273.0,169.0,14.0,14.0,12.0,5.0,42173
Soria,2022-01-10,9,6,0.5,90,16,Complejo Asistencial de Soria,319.0,272.0,181.0,14.0,14.0,12.0,5.0,42173
Soria,2022-01-11,9,3,0.1,76,17,Complejo Asistencial de Soria,319.0,272.0,195.0,14.0,14.0,11.0,5.0,42173
Soria,2022-01-12,9,-2,0.0,54,12,Complejo Asistencial de Soria,319.0,276.0,190.0,14.0,14.0,11.0,6.0,42173
Soria,2022-01-13,5,-4,0.0,56,6,Complejo Asistencial de Soria,319.0,272.0,191.0,14.0,14.0,11.0,6.0,42173
Soria,2022-01-14,7,-3,0.0,45,5,Complejo Asistencial de Soria,319.0,279.0,193.0,14.0,14.0,9.0,5.0,42173
Soria,2022-01-15,7,-4,0.0,42,5,Complejo Asistencial de Soria,319.0,276.0,182.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-16,10,-4,0.0,59,7,Complejo Asistencial de Soria,319.0,278.0,193.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-17,9,-3,0.0,34,4,Complejo Asistencial de Soria,319.0,279.0,199.0,14.0,14.0,11.0,4.0,42173
Soria,2022-01-18,11,-2,0.0,41,3,Complejo Asistencial de Soria,319.0,280.0,201.0,14.0,14.0,10.0,4.0,42173
Soria,2022-01-19,10,-2,0.0,46,3,Complejo Asistencial de Soria,319.0,279.0,190.0,14.0,14.0,11.0,5.0,42173
Soria,2022-01-20,7,-2,0.0,71,13,Complejo Asistencial de Soria,319.0,280.0,188.0,14.0,14.0,7.0,4.0,42173
Soria,2022-01-21,3,-5,0.0,68,14,Complejo Asistencial de Soria,319.0,280.0,189.0,14.0,14.0,7.0,4.0,42173
Soria,2022-01-22,7,-5,0.0,55,4,Complejo Asistencial de Soria,319.0,280.0,172.0,14.0,14.0,7.0,4.0,42173
Soria,2022-01-23,7,-4,0.0,64,4,Complejo Asistencial de Soria,319.0,278.0,176.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-24,9,-2,0.0,76,4,Complejo Asistencial de Soria,319.0,279.0,188.0,14.0,14.0,12.0,6.0,42173
Soria,2022-01-25,8,-3,0.0,69,5,Complejo Asistencial de Soria,319.0,281.0,185.0,14.0,14.0,12.0,6.0,42173
Soria,2022-01-26,9,-2,0.0,64,5,Complejo Asistencial de Soria,319.0,280.0,183.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-27,11,-3,0.0,45,6,Complejo Asistencial de Soria,319.0,278.0,168.0,14.0,14.0,10.0,5.0,42173
Soria,2022-01-28,12,-3,0.0,41,7,Complejo Asistencial de Soria,319.0,280.0,182.0,14.0,14.0,8.0,3.0,42173
Soria,2022-01-29,12,-4,0.0,46,5,Complejo Asistencial de Soria,319.0,279.0,179.0,14.0,14.0,9.0,4.0,42173
Soria,2022-01-30,14,-3,0.0,34,5,Complejo Asistencial de Soria,319.0,280.0,177.0,14.0,14.0,8.0,3.0,42173
Soria,2022-01-31,9,-3,0.0,64,13,Complejo Asistencial de Soria,319.0,282.0,185.0,14.0,14.0,8.0,3.0,42173
Soria,2022-02-01,7,1,0.6,81,17,Complejo Asistencial de Soria,319.0,282.0,193.0,14.0,14.0,7.0,3.0,42173
Soria,2022-02-02,19,-1,0.0,45,6,Complejo Asistencial de Soria,319.0,277.0,191.0,14.0,14.0,9.0,3.0,42173
Soria,2022-02-03,16,0,0.0,43,10,Complejo Asistencial de Soria,319.0,279.0,195.0,14.0,14.0,10.0,4.0,42173
Soria,2022-02-04,11,1,1.5,72,6,Complejo Asistencial de Soria,319.0,279.0,204.0,14.0,14.0,10.0,4.0,42173
Segovia,2022-01-01,17,8,0.0,41,6,Complejo Asistencial de Segovia,365.0,325.0,167.0,16.0,31.0,12.0,5.0,40004
Segovia,2022-01-02,16,7,0.0,45,5,Complejo Asistencial de Segovia,365.0,325.0,180.0,16.0,31.0,11.0,4.0,40004
Segovia,2022-01-03,15,5,0.0,71,5,Complejo Asistencial de Segovia,365.0,325.0,187.0,16.0,31.0,13.0,5.0,40004
Segovia,2022-01-04,13,4,11.3,66,14,Complejo Asistencial de Segovia,365.0,325.0,202.0,16.0,31.0,10.0,4.0,40004
Segovia,2022-01-05,3,-0,9.0,89,11,Complejo Asistencial de Segovia,365.0,325.0,217.0,16.0,31.0,14.0,4.0,40004
Segovia,2022-01-06,4,-3,0.5,77,6,Complejo Asistencial de Segovia,365.0,325.0,198.0,16.0,31.0,10.0,4.0,40004
Segovia,2022-01-07,6,-2,0.1,86,7,Complejo Asistencial de Segovia,365.0,325.0,204.0,16.0,31.0,11.0,4.0,40004
Segovia,2022-01-08,7,-3,0.0,76,5,Complejo Asistencial de Segovia,365.0,325.0,185.0,16.0,31.0,14.0,5.0,40004
Segovia,2022-01-09,7,0,1.5,87,12,Complejo Asistencial de Segovia,365.0,325.0,190.0,16.0,31.0,13.0,4.0,40004
Segovia,2022-01-10,8,5,1.5,97,9,Complejo Asistencial de Segovia,365.0,325.0,216.0,16.0,31.0,12.0,4.0,40004
Segovia,2022-01-11,10,3,0.0,87,12,Complejo Asistencial de Segovia,365.0,325.0,224.0,16.0,31.0,13.0,4.0,40004
Segovia,2022-01-12,10,1,0.1,69,6,Complejo Asistencial de Segovia,365.0,325.0,221.0,16.0,31.0,11.0,4.0,40004
Segovia,2022-01-13,8,-1,0.0,57,10,Complejo Asistencial de Segovia,365.0,325.0,233.0,16.0,31.0,11.0,4.0,40004
Segovia,2022-01-14,7,-1,0.0,60,8,Complejo Asistencial de Segovia,365.0,325.0,230.0,16.0,31.0,10.0,4.0,40004
Segovia,2022-01-15,8,-2,0.0,40,4,Complejo Asistencial de Segovia,365.0,325.0,206.0,16.0,31.0,11.0,4.0,40004
Segovia,2022-01-16,8,-2,0.0,54,4,Complejo Asistencial de Segovia,365.0,325.0,204.0,16.0,31.0,12.0,4.0,40004
Segovia,2022-01-17,10,-1,0.0,52,3,Complejo Asistencial de Segovia,365.0,325.0,218.0,16.0,31.0,10.0,3.0,40004
Segovia,2022-01-18,10,-0,0.0,44,4,Complejo Asistencial de Segovia,365.0,325.0,229.0,16.0,31.0,8.0,2.0,40004
Segovia,2022-01-19,11,0,0.0,47,3,Complejo Asistencial de Segovia,365.0,325.0,228.0,16.0,31.0,6.0,3.0,40004
Segovia,2022-01-20,9,-2,0.0,69,5,Complejo Asistencial de Segovia,365.0,325.0,225.0,16.0,31.0,6.0,4.0,40004
Segovia,2022-01-21,5,-2,0.0,73,9,Complejo Asistencial de Segovia,365.0,325.0,226.0,16.0,31.0,7.0,4.0,40004
Segovia,2022-01-22,8,-3,0.0,62,4,Complejo Asistencial de Segovia,365.0,325.0,198.0,16.0,31.0,8.0,4.0,40004
Segovia,2022-01-23,8,-2,0.0,66,5,Complejo Asistencial de Segovia,365.0,325.0,202.0,16.0,31.0,8.0,4.0,40004
Segovia,2022-01-24,8,-1,0.0,75,7,Complejo Asistencial de Segovia,365.0,325.0,215.0,16.0,31.0,9.0,4.0,40004
Segovia,2022-01-25,9,-0,0.0,73,8,Complejo Asistencial de Segovia,365.0,325.0,226.0,16.0,31.0,8.0,4.0,40004
Segovia,2022-01-26,9,-2,0.0,76,7,Complejo Asistencial de Segovia,365.0,325.0,229.0,16.0,31.0,7.0,4.0,40004
Segovia,2022-01-27,11,1,0.0,67,5,Complejo Asistencial de Segovia,365.0,325.0,237.0,16.0,31.0,9.0,4.0,40004
Segovia,2022-01-28,12,0,0.0,37,6,Complejo Asistencial de Segovia,365.0,325.0,243.0,16.0,31.0,9.0,5.0,40004
Segovia,2022-01-29,14,1,0.0,25,6,Complejo Asistencial de Segovia,365.0,325.0,217.0,16.0,31.0,11.0,5.0,40004
Segovia,2022-01-30,13,2,0.0,32,6,Complejo Asistencial de Segovia,365.0,325.0,212.0,16.0,31.0,9.0,5.0,40004
